Namespace(bidirection=True, checkpoint='checkpoint', crf=True, epoch=100, gpu=['1'], seed=1, weighted_tag=False)
word table length: 55004

----------- Epoch: 0 / 100  -----------
Iter  0    loss: tensor([510.6261], device='cuda:0', grad_fn=<AddBackward0>)
Iter  300    loss: tensor([9.6966], device='cuda:0', grad_fn=<DivBackward0>)
Iter  400    loss: tensor([11.2492], device='cuda:0', grad_fn=<DivBackward0>)
Iter  500    loss: tensor([8.5730], device='cuda:0', grad_fn=<DivBackward0>)
Iter  600    loss: tensor([10.0310], device='cuda:0', grad_fn=<DivBackward0>)
Iter  700    loss: tensor([7.4061], device='cuda:0', grad_fn=<DivBackward0>)
Iter  800    loss: tensor([9.3143], device='cuda:0', grad_fn=<DivBackward0>)
Iter  900    loss: tensor([7.8094], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1000    loss: tensor([9.0891], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1100    loss: tensor([8.9296], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1200    loss: tensor([10.4611], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1300    loss: tensor([8.5292], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1400    loss: tensor([8.9197], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1500    loss: tensor([8.6328], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1600    loss: tensor([10.3228], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1700    loss: tensor([9.4934], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1800    loss: tensor([8.9110], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1900    loss: tensor([9.9484], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2000    loss: tensor([9.5030], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2100    loss: tensor([9.1996], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2200    loss: tensor([8.6848], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2300    loss: tensor([12.1659], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2400    loss: tensor([9.4895], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2500    loss: tensor([9.9192], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2600    loss: tensor([8.1433], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2700    loss: tensor([8.0849], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2800    loss: tensor([9.2334], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2900    loss: tensor([9.2126], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3000    loss: tensor([9.0774], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3100    loss: tensor([10.0461], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3200    loss: tensor([10.1423], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3300    loss: tensor([7.9661], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3400    loss: tensor([8.4939], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3500    loss: tensor([8.0375], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3600    loss: tensor([9.1401], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3700    loss: tensor([10.1050], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3800    loss: tensor([8.7081], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3900    loss: tensor([10.9069], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4000    loss: tensor([7.8855], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4100    loss: tensor([10.2667], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4200    loss: tensor([9.4316], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4300    loss: tensor([9.0591], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4400    loss: tensor([5.5339], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4500    loss: tensor([7.5512], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4600    loss: tensor([10.0362], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4700    loss: tensor([9.2173], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4800    loss: tensor([6.3624], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4900    loss: tensor([9.5046], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5000    loss: tensor([7.7318], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5100    loss: tensor([5.8691], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5200    loss: tensor([7.6662], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5300    loss: tensor([7.7242], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5400    loss: tensor([6.3620], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5500    loss: tensor([7.0766], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5600    loss: tensor([7.9579], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5700    loss: tensor([8.0998], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5800    loss: tensor([7.4323], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5900    loss: tensor([9.6142], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6000    loss: tensor([7.3219], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6100    loss: tensor([7.9754], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6200    loss: tensor([6.5077], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6300    loss: tensor([6.7112], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6400    loss: tensor([9.6122], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6500    loss: tensor([6.7399], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6600    loss: tensor([8.4224], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6700    loss: tensor([7.8776], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6800    loss: tensor([9.1879], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6900    loss: tensor([9.3877], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7000    loss: tensor([6.9073], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7100    loss: tensor([8.2874], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7200    loss: tensor([8.3019], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7300    loss: tensor([9.9720], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7400    loss: tensor([7.8913], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7500    loss: tensor([8.4123], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7600    loss: tensor([9.3168], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7700    loss: tensor([6.6335], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7800    loss: tensor([8.4150], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7900    loss: tensor([8.2992], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8000    loss: tensor([8.4916], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8100    loss: tensor([9.2202], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8200    loss: tensor([8.2353], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8300    loss: tensor([11.5693], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8400    loss: tensor([9.0840], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8500    loss: tensor([8.8089], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8600    loss: tensor([6.7447], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8700    loss: tensor([8.4718], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8800    loss: tensor([7.6083], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8900    loss: tensor([7.0925], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9000    loss: tensor([7.0352], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9100    loss: tensor([8.0771], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9200    loss: tensor([9.9611], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9300    loss: tensor([6.8522], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9400    loss: tensor([7.5509], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9500    loss: tensor([7.0345], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9600    loss: tensor([8.0739], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9700    loss: tensor([6.7921], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9800    loss: tensor([8.6944], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9900    loss: tensor([8.6570], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10000    loss: tensor([7.5957], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10100    loss: tensor([8.5190], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10200    loss: tensor([7.3650], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10300    loss: tensor([10.1915], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10400    loss: tensor([9.5479], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10500    loss: tensor([8.4992], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10600    loss: tensor([9.0669], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10700    loss: tensor([9.3943], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10800    loss: tensor([8.2200], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10900    loss: tensor([8.0337], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11000    loss: tensor([6.9552], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11100    loss: tensor([8.0728], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11200    loss: tensor([7.8517], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11300    loss: tensor([6.5016], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11400    loss: tensor([7.0082], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11500    loss: tensor([10.5196], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11600    loss: tensor([8.2178], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11700    loss: tensor([9.8429], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11800    loss: tensor([6.9279], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11900    loss: tensor([8.8837], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12000    loss: tensor([6.9641], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12100    loss: tensor([8.3995], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12200    loss: tensor([6.7303], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12300    loss: tensor([5.6476], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12400    loss: tensor([10.0263], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12500    loss: tensor([7.4998], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12600    loss: tensor([6.1806], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12700    loss: tensor([6.9715], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12800    loss: tensor([6.9152], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12900    loss: tensor([9.3143], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13000    loss: tensor([6.8584], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13100    loss: tensor([5.9834], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13200    loss: tensor([6.7402], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13300    loss: tensor([7.5653], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13400    loss: tensor([6.8541], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13500    loss: tensor([6.6134], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13600    loss: tensor([6.7590], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13700    loss: tensor([6.2871], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13800    loss: tensor([7.5528], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13900    loss: tensor([6.6317], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14000    loss: tensor([7.1326], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14100    loss: tensor([8.8625], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14200    loss: tensor([7.8927], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14300    loss: tensor([7.2835], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14400    loss: tensor([10.3145], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14500    loss: tensor([7.3855], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14600    loss: tensor([8.2195], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14700    loss: tensor([6.6656], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14800    loss: tensor([7.9770], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14900    loss: tensor([8.6060], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15000    loss: tensor([7.3499], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15100    loss: tensor([7.6492], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15200    loss: tensor([5.4327], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15300    loss: tensor([12.4697], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15400    loss: tensor([6.2763], device='cuda:0', grad_fn=<DivBackward0>)
Time use: 10747.941760999998
**********Testing...
The confusion matrix is saved in checkpoint/Con_Matrix.txt
Max accuracy's model is saved in  checkpoint/epoch_max_accuracy.pkl
The confusion matrix is saved in checkpoint/Con_Matrix.txt
Acc: 0.9461409305582991 ( 210751 / 222748 )    Max acc so far: 0.9461409305582991

----------- Epoch: 3 / 100  -----------
Iter  0    loss: tensor([32.2163], device='cuda:0', grad_fn=<AddBackward0>)
Iter  100    loss: tensor([8.2087], device='cuda:0', grad_fn=<DivBackward0>)
Iter  200    loss: tensor([7.7632], device='cuda:0', grad_fn=<DivBackward0>)
Iter  300    loss: tensor([6.7729], device='cuda:0', grad_fn=<DivBackward0>)
Iter  400    loss: tensor([8.0008], device='cuda:0', grad_fn=<DivBackward0>)
Iter  500    loss: tensor([6.2521], device='cuda:0', grad_fn=<DivBackward0>)
Iter  600    loss: tensor([7.1389], device='cuda:0', grad_fn=<DivBackward0>)
Iter  700    loss: tensor([5.1878], device='cuda:0', grad_fn=<DivBackward0>)
Iter  800    loss: tensor([6.5879], device='cuda:0', grad_fn=<DivBackward0>)
Iter  900    loss: tensor([5.3097], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1000    loss: tensor([6.3577], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1100    loss: tensor([6.3742], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1200    loss: tensor([7.1195], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1300    loss: tensor([6.1112], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1400    loss: tensor([6.0771], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1500    loss: tensor([6.0626], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1600    loss: tensor([7.4697], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1700    loss: tensor([6.4957], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1800    loss: tensor([6.3927], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1900    loss: tensor([6.6396], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2000    loss: tensor([6.9788], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2100    loss: tensor([6.4333], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2200    loss: tensor([5.8110], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2300    loss: tensor([8.4189], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2400    loss: tensor([6.3578], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2500    loss: tensor([6.9058], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2600    loss: tensor([5.8019], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2700    loss: tensor([5.1637], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2800    loss: tensor([6.1864], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2900    loss: tensor([6.7088], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3000    loss: tensor([6.5858], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3100    loss: tensor([6.9112], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3200    loss: tensor([7.2023], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3300    loss: tensor([6.0509], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3400    loss: tensor([6.0979], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3500    loss: tensor([5.5150], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3600    loss: tensor([5.9537], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3700    loss: tensor([7.1911], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3800    loss: tensor([5.9231], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3900    loss: tensor([7.6251], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4000    loss: tensor([5.5201], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4100    loss: tensor([7.4558], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4200    loss: tensor([6.6469], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4300    loss: tensor([6.4725], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4400    loss: tensor([4.0891], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4500    loss: tensor([5.0208], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4600    loss: tensor([7.1926], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4700    loss: tensor([6.8494], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4800    loss: tensor([4.7014], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4900    loss: tensor([6.8588], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5000    loss: tensor([5.7416], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5100    loss: tensor([4.3168], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5200    loss: tensor([5.7666], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5300    loss: tensor([5.7689], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5400    loss: tensor([4.5637], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5500    loss: tensor([4.9055], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5600    loss: tensor([5.5397], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5700    loss: tensor([5.7356], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5800    loss: tensor([5.1643], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5900    loss: tensor([6.3063], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6000    loss: tensor([5.2434], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6100    loss: tensor([5.3215], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6200    loss: tensor([4.8353], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6300    loss: tensor([4.5944], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6400    loss: tensor([6.9149], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6500    loss: tensor([4.8257], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6600    loss: tensor([5.7627], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6700    loss: tensor([5.5822], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6800    loss: tensor([6.3234], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6900    loss: tensor([6.4672], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7000    loss: tensor([4.6288], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7100    loss: tensor([5.9729], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7200    loss: tensor([5.9699], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7300    loss: tensor([6.9913], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7400    loss: tensor([5.6367], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7500    loss: tensor([6.0855], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7600    loss: tensor([6.5778], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7700    loss: tensor([4.6109], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7800    loss: tensor([5.8853], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7900    loss: tensor([5.8144], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8000    loss: tensor([6.0704], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8100    loss: tensor([6.5035], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8200    loss: tensor([6.1769], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8300    loss: tensor([8.1105], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8400    loss: tensor([6.3005], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8500    loss: tensor([6.1553], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8600    loss: tensor([4.7825], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8700    loss: tensor([5.4380], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8800    loss: tensor([5.5163], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8900    loss: tensor([5.0278], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9000    loss: tensor([5.0418], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9100    loss: tensor([5.7873], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9200    loss: tensor([6.8063], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9300    loss: tensor([4.8713], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9400    loss: tensor([5.6004], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9500    loss: tensor([5.4560], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9600    loss: tensor([5.5860], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9700    loss: tensor([4.6800], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9800    loss: tensor([5.9641], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9900    loss: tensor([6.1769], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10000    loss: tensor([5.1581], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10100    loss: tensor([6.1515], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10200    loss: tensor([4.7812], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10300    loss: tensor([7.2088], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10400    loss: tensor([6.7325], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10500    loss: tensor([6.4401], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10600    loss: tensor([6.1692], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10700    loss: tensor([6.8242], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10800    loss: tensor([5.8757], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10900    loss: tensor([5.8419], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11000    loss: tensor([4.7598], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11100    loss: tensor([5.7676], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11200    loss: tensor([5.1971], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11300    loss: tensor([4.7746], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11400    loss: tensor([5.1575], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11500    loss: tensor([7.8307], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11600    loss: tensor([5.9437], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11700    loss: tensor([7.1367], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11800    loss: tensor([4.5085], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11900    loss: tensor([6.4747], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12000    loss: tensor([4.7880], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12100    loss: tensor([5.9319], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12200    loss: tensor([4.8200], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12300    loss: tensor([3.7713], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12400    loss: tensor([6.6486], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12500    loss: tensor([5.0696], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12600    loss: tensor([4.5721], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12700    loss: tensor([5.1111], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12800    loss: tensor([4.9936], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12900    loss: tensor([6.7348], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13000    loss: tensor([4.6579], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13100    loss: tensor([4.7053], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13200    loss: tensor([4.5297], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13300    loss: tensor([5.1370], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13400    loss: tensor([4.8193], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13500    loss: tensor([4.7039], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13600    loss: tensor([5.2084], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13700    loss: tensor([4.4601], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13800    loss: tensor([5.3343], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13900    loss: tensor([4.7217], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14000    loss: tensor([4.7895], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14100    loss: tensor([6.5204], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14200    loss: tensor([5.7320], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14300    loss: tensor([5.1510], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14400    loss: tensor([7.2537], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14500    loss: tensor([5.2286], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14600    loss: tensor([5.8988], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14700    loss: tensor([4.8371], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14800    loss: tensor([5.7306], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14900    loss: tensor([5.9030], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15000    loss: tensor([5.4590], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15100    loss: tensor([5.5218], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15200    loss: tensor([3.9871], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15300    loss: tensor([9.3333], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15400    loss: tensor([4.6840], device='cuda:0', grad_fn=<DivBackward0>)
Time use: 14055.422846000001
**********Testing...
The confusion matrix is saved in checkpoint/Con_Matrix.txt
Max accuracy's model is saved in  checkpoint/epoch_max_accuracy.pkl
The confusion matrix is saved in checkpoint/Con_Matrix.txt
Acc: 0.9494136872160468 ( 211480 / 222748 )    Max acc so far: 0.9494136872160468

----------- Epoch: 4 / 100  -----------
Iter  0    loss: tensor([24.9706], device='cuda:0', grad_fn=<AddBackward0>)
Iter  100    loss: tensor([5.8941], device='cuda:0', grad_fn=<DivBackward0>)
Iter  200    loss: tensor([5.8269], device='cuda:0', grad_fn=<DivBackward0>)
Iter  300    loss: tensor([4.6344], device='cuda:0', grad_fn=<DivBackward0>)
Iter  400    loss: tensor([5.9324], device='cuda:0', grad_fn=<DivBackward0>)
Iter  500    loss: tensor([4.3826], device='cuda:0', grad_fn=<DivBackward0>)
Iter  600    loss: tensor([5.3338], device='cuda:0', grad_fn=<DivBackward0>)
Iter  700    loss: tensor([3.4050], device='cuda:0', grad_fn=<DivBackward0>)
